status in ontwerp:,,toelichting status:,,materiaal ID,,ruimte,,productgroep,,NL/Sfb,,Stabu-2,,element,,specificatie,,samen- hang R&F?,,verwijzing eis,,"norm / 
'+' optie",,impact  thema bij '+' optie:,,,,,,toets (status): ,,"toelichting 
status:",,acceptatie Eigen Haard:,,beargumentering/ motivatie:,
actueel,,,,M-43-024,,Gebouw,,43. Vloer- afwerkingen,,43.10,,33.38,,"VLOER- AFWERKINGEN, VERHOOGD: betonplaten (galerij ophogingen): ",,"Betonplaten (galerij ophogingen): 
-  vlakke platen van Ferrocement. 
- kleur lichtgrijs. 
- loopvlak voorzien van antislip. 
- op in hoogte verstelbare dragers.",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-43-025,,Gebouw,,43. Vloer- afwerkingen,,43.21,,42.31,,"VLOER- AFWERKINGEN, NIET VERHOOGD, AFWERKLAGEN: gehechte cementdekvloer zonder strooilaag: ",,"Gehechte cementdekvloer zonder strooilaag: 
 - dekvloerklasse Cw 12. 
- dikte minimaal 50 mm.
- vlakheidsklasse (NEN 2747-01): 3.
- in alle ruimten m.u.v. de dekvloeren waarop tegelwerk in mortel wordt gezet, de bergingen en bergingsgangen.",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-43-026,,Gebouw,,43. Vloer- afwerkingen,,43.21,,42.31,,"VLOER- AFWERKINGEN, NIET VERHOOGD, AFWERKLAGEN: gehechte cementgebonden dekvloer met strooilaag: ",,"Gehechte cementgebonden dekvloer met strooilaag:  
- dekvloerklasse Cw 20. 
- sluitvastheidklasse toeslagmateriaal: S, slijtvast, antislip strooimateriaal Amaril. 
- dikte minimaal 50 mm. 
- vlakheidsklasse (NEN 2747-01): 3.
- stofbindend afwerken met oxaanolie. 
- in bergingen en berginggangen",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-43-027,,Gebouw,,43. Vloer- afwerkingen,,43.21,,42.31,,"VLOER- AFWERKINGEN, NIET VERHOOGD, AFWERKLAGEN: gehechte calciumfosfaat gebonden gietvloeren: ",,"Gehechte calciumfosfaat gebonden gietvloeren (anhydrietdekvloer):
 - dekvloerklasse Cw 16
- bindmiddel calciumsulfaat alpha-halfhydraat.
- dikte minimaal 50 mm.
- vlakheidsklasse (NEN 2747-01): 3.
- in alle ruimten m.u.v. de dekvloeren in toilet, badkamer, de bergingen en bergingsgangen.",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-43-028,,Gebouw,,43. Vloer- afwerkingen,,43.21,,42.31,,"VLOER- AFWERKINGEN, NIET VERHOOGD, AFWERKLAGEN: magnesietvloer: ",,"Magnesietvloer:  
- lichtgewicht egalisatievloer als ondervloer op houten vloeren in monumentale panden. 
- bindmiddel magnesium chloride. 
- dikte minimaal 50 mm. 
- vulmiddelen, zand, zaagsel, houtvezels. 
- afwerken met een waslaag of ED-PF Bindemittel. 
- niet in vochtige ruimten toepassen.",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-43-029,,Gebouw,,43. Vloer- afwerkingen,,43.21,,46.31,,"VLOER- AFWERKINGEN, NIET VERHOOGD, AFWERKLAGEN: coating",,"Vloercoating (PO):
- Fabricaat: Sika
",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-43-030,,Woning: Badkamer,,43. Vloer- afwerkingen,,43.22,,41.42,,"VLOER- AFWERKINGEN, BEKLEDINGEN: vloertegels badkamer",,"Vlakke ongeglazuurde vloertegels: 
- in de badkamers
- 1e soort. 
- prijsklasse 1. 
- Mosa Mosa Softgrip uit 7400 serie
- tegelafmetingen: 15 x 15 cm
- Stroefheidsklasse (DIN 51130-04): R11/B.
- kleuren: volgens brochure mosa softgrip standaard kleuren
- Mosa douchebak plinttegels. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-43-031,,Woning: Toilet,,43. Vloer- afwerkingen,,43.22,,41.42,,"VLOER- AFWERKINGEN, BEKLEDINGEN: vloertegels toilet",,"Vlakke ongeglazuurde vloertegels: 
- in de toiletten
- 1e soort. 
- prijsklasse 1. 
- Mosa Mosa Softgrip uit 7400 serie
- tegelafmetingen: 15 x 15 cm
- Stroefheidsklasse (DIN 51130-04): R10/A.
- kleuren: volgens brochure mosa softgrip standaard kleuren",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-43-032,,BOG: sanitaire ruimten,,43. Vloer- afwerkingen,,43.22,,41.42,,"VLOER- AFWERKINGEN, BEKLEDINGEN: vloertegels commerciële ruimten",,"Sanitaire ruimte (commerciële ruimten): 
- Vrij hangend toilet met fontein; 
- Wandtegels standaard wit (Mosa C2C gecertificeerd); 
- Vloertegels antislip kleur zwart/antraciet (Mosa C2C gecertificeerd);   ",,ja,ID:,ID: E-296,,norm,,,,,,,,,,,,,,,
actueel,,,,M-43-033,,Gebouw,,43. Vloer- afwerkingen,,43.22,,48.43,,"VLOER- AFWERKINGEN, BEKLEDINGEN: ondervloer",,"Ondervloer:  
- van watervaste circulaire plaat t.b.v. het aanbrengen op houten vloeren. 
- bij slechte ondervloer ondergrond uitvullen d.m.v. harde watervaste plaat.",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-43-034,,Gebouw,,43. Vloer- afwerkingen,,43.23,,42.35,,"VLOERAFWERKINGEN, SYSTEEMVLOERAFWERKINGEN: droogbouw dekvloeren (renovatie)",,"Doogbouwdekvloersysteem:
- Fabricaat: Fermacell
- type: Estrich of gelijkwaardig
- egaliseermiddel en -korrels, op dampdichte PE-folie, dikte 0,2 mm. 
- t.p.v. de bestaande- en nieuwe verdiepingsvloeren, behoudens t.p.v. de badkamers. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-45-001,,Gebouw,,45 Plafonds,,45.00,,44.00,,ALGEMEEN: akoestische plafondafwerking,,"Akoestische plafondafwerking:
- vlakke plafondafwerking, te vervangen en te reinigen;
- hoeft geen standaard systeemplafond te zijn. 
- voorstel akoestische maatregelen voorleggen aan Eigen Haard.",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-45-002,,Gebouw,,45 Plafonds,,45.11,,44.37,,VERLAAGDE PLAFONDS: gipsplaat- plafonds,,"Gipsplaatplafonds:
in het werk af te werken gipsplaatplafonds:  
 - van gipskartonplaten, dikte 12,5 mm, op verzinkt stalen skelet, in vochtige ruimten in waterbestendige uitvoering. 
- isolatie van minerale wol. 
- systeem Metal Stud, samenstelling afhankelijk van de gestelde eisen en toepassing. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-45-003,,Gebouw,,45 Plafonds,,45.11,,45.41,,VERLAAGDE PLAFONDS: beschieting met gipsplaten,,"Beschieting met gipsplaten:
- van gipskartonplaten, op regel- en rachelwerk van Europees vuren. - isolatie van minerale wol. 
- de verlaagde gipsplaten plafonds in algemene- en technische ruimten. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-45-004,,Gebouw,,45 Plafonds,,45.11,,45.41,,VERLAAGDE PLAFONDS: beschieting met houtwolplaten,,"Beschieting met houtwolplaten:
- van geïsoleerde HWC-platen. 
- voorzien van isolatie met wisselsponningen. 
- kleur: wit/naturel. 
- mechanisch bevestigd. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-45-005,,Gebouw,,45 Plafonds,,45.12,,44.31,,"SYSTEEM- PLAFONDS, PANELEN- PLAFOND: panelenplafond",,"Panelenplafond:
- panelen van geperste minerale wol, oppervlak geperforeerd. 
- metalen plafond draagprofiel van koudgewalst sendzimir verzinkt bandstaal, zichtbare draagstructuur. 
- moduulmaat 600x600 mm of 600x1200 mm. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-45-006,,Woning,,45 Plafonds,,45.21,,40.40,,AFWERKINGEN: vlakke plafond- afwerking: spuitwerk,,"Vlakke plafondafwerking, fijn spuitwerk:
- in de woningen;
- kleur: wit;
- spuitwerk volgt de ondergrond.",,ja,ID:,ID: E-213,,norm,,,,,,,,,,,,,,,
actueel,,,,M-45-007,,Woning,,45 Plafonds,,45.21,,45.41,,AFWERKINGEN: sausklaar afwerking,,"Vlakke plafondafwerking, sausklaar (renovatie):
- in de woningen;
- gisplafonds sausklaar afwerken.",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-45-008,,BOG,,45 Plafonds,,45.21,,40.40,,AFWERKINGEN: wit gespoten plafonds,,"Wit gespoten plafonds:
De commerciële ruimte gestuukt en wit geschilderd afwerken. Plafonds: wit gespoten. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-48-001,,Gebouw,,48. Na-isolatie,,48.10,,37.41,,"NA-ISOLATIE, ter plaatse gevormd:: isolatie, isovlas",,"Isolatie, Isovlas: 
- fabricaat: Isovlas  
- toe te passen bij dampopen systemen  
- Isovlas Reno TG Elegant (binnen) of  PL en PN Bouwisolatie (buiten) 
- Toepassing: Na-isoleren dak, tussen de gordingen, op het dakbeschot of in spouwmuren",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-48-002,,Gebouw,,48. Na-isolatie,,48.10,,37.41,,"NA-ISOLATIE, ter plaatse gevormd: isolatie, EPS parels",,"Isolatie, EPS parels: 
- fabricaat: Termokomfort. 
- Circulaire EPS isolatie. 
- Toepassing: Na-isoleren dak, kruipruimtes en spouwmuren.",,nee,,n.v.t.,, '+' optie,,,CD,,,,,,,,,,,,
actueel,,,,M-48-003,,Gebouw,,48. Na-isolatie,,48.10,,37.41,,"NA-ISOLATIE, ter plaatse gevormd: isolatie, minerale wol vlokken
",,"Isolatie, minerale wol vlokken: 
- t.b.v. het na-isoleren van spouwmuren. 
- Type: spouwwol isolatievlokken 
- Materiaal: steenwol. 
- Waterafstotend.",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-48-004,,Gebouw,,48. Na-isolatie,,48.10,,37.41,,"NA-isolatie, ter plaatse gevormd: isolatie, EPS chips",,"Isolatie, EPS chips: 
- chips van geëxpandeerd polystyreen 
- geëxpandeerd polystyreenschuim EPS met grafiet
- t.b.v. het na-isoleren van kruipruimten",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-48-005,,Gebouw,,48. Na-isolatie,,48.10,,37.41,,"NA-isolatie, ter plaatse gevormd: isolatie, thermoskussens",,"Isolatie, thermoskussens
- Tonzon, PIF isolatie of gelijkwaardig;
- t.b.v. het na-isoleren van kruipruimten",,nee,,n.v.t.,, '+' optie,,,CD,,,,,,,,,,,,
actueel,,,,M-48-006,,Gebouw,,48. Na-isolatie,,48.12,,37.30,,"NA-ISOLATIE, isolatie-elementen: dak na-isolatie-element (aan buitenzijde):  ",,"Isolatie, dak na-isolatie-element (aan buitenzijde):  
- t.b.v. het na-isoleren aan de buitenzijde van ongeïsoleerde hellende daken, op het bestaande dakbeschot.
- met een kern van EPS Platinum of PIR, buitenzijde v.v. spaanplaat en tengels t.b.v. de bevestiging van panlatten. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-48-007,,Gebouw,,48. Na-isolatie,,48.12,,37.30,,"NA-ISOLATIE, isolatie-elementen: dak na-isolatie-element (aan binnenzijde): ",,"Isolatie, dak na-isolatie-element (aan binnenzijde): 
- t.b.v. het na-isoleren aan de binnenzijde van ongeïsoleerde hellende daken 
- met dampremmende laag 
- zichtzijden voorzien van een stootvaste plaat. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-52-001,,Gebouw,,52. Riolering en HWA,,52.00,,51.00,,ALGEMEEN: binnenriolering,,"Binnenriolering:
Bij gestapelde bouw het rioleringsstelsel van de begane grondwoningen afzonderlijk op het gemeenteriool aansluiten en voorzien van een afzonderlijke ontspanningsleiding, de ontspanningsleiding, ø 50 mm, met tegenstroom hulpstuk aansluiten op de standleiding, 1 m boven het hoogst aangesloten toestel van de bovengelegen woning. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-52-002,,Gebouw,,52. Riolering en HWA,,52.00,,14.51,,BODEM- VOORZIENINGEN:  Vuilwater- pompput,,"Vuilwaterpompput:
- betonnen put met zandvanger. 
- thermisch verzinkt stalen putrand met deksel. 
- deksel voorzien van oog. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-52-003,,Gebouw,,52. Riolering en HWA,,52.00,,14.51,,BODEM- VOORZIENINGEN:  Drainput,,"Drainput:
- van glasvezelversterkt polyester. 
- met bolle bodem. 
- doorsnede ca. 400 mm. 
- putrand en deksel van gietijzer. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-52-004,,Gebouw,,52. Riolering en HWA,,52.00,,14.51,,BODEM- VOORZIENINGEN:  Controle-/meetput,,"Controle-/meetput:
- van glasvezelversterkt polyester. 
- met bolle bodem. 
- doorsnede ca. 400 mm. 
- putrand en deksel van gietijzer. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-52-005,,Gebouw,,52. Riolering en HWA,,52.12,,14.51,,BODEM- VOORZIENINGEN:  Kolken,,"Kolken: 
- tweedelige verstelbare straatkolk. 
- polyester bovenstuk met vergrendel- en scharnierbaar gietijzeren deksel. 
- PVC onderbak met stankafsluiter. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-52-006,,Gebouw,,52. Riolering en HWA,,52.30,,10.60,,BODEM- VOORZIENINGEN:  Polderexpansiestuk,,"Polderexpansiestuk:
- van PVC (NEN-EN 1401-1:2019). 
- t.p.v. de overgang van binnenriolering op buitenriolering. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-52-007,,Gebouw,,52. Riolering en HWA,,52.30,,10.60,,BODEM- VOORZIENINGEN:  Ontstoppingsstuk,,"Ontstoppingsstuk:
- van PVC (NEN-EN 1401-1:2019). 
- met klik- of schroefdeksel. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-52-008,,Gebouw,,52. Riolering en HWA,,52.12,,50.50,,AFVOER- INSTALLATIES IN HET GEBOUW: pluvia afvoer,,"Pluvia:
- Fabricaat: Geberit
- afvoertrechters met onder-uitloop
- vorm: rond
- roestvast staal in kwaliteit AISI 304. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-52-009,,Gebouw,,52. Riolering en HWA,,52.12,,50.31,,AFVOER- INSTALLATIES BUITEN HET GEBOUW: standaard bakgoten,,"Standaard bakgoten:
- van zink, NTZ, dikte 1,1 mm, gepatineerd. 
- gootbeugels van thermisch verzinkt staal. 
- verzinkt stalen bladvanger (bolrooster). ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-52-010,,Gebouw,,52. Riolering en HWA,,52.12,,50.31,,AFVOERINSTALLATIES BUITEN HET GEBOUW: gootbekleding,,"Gootbekleding:
- van zink, NTZ, dikte 1,1 mm, gepatineerd. 
- van EPDM, dikte 1,6 mm, volledig gekleefd. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-52-011,,Gebouw,,52. Riolering en HWA,,52.12,,50.41,,AFVOER- INSTALLATIES BUITEN HET GEBOUW: verzinkt stalen buis,,"Verzinkt stalen buis:
- standaard HWA van PVC toepassen, alleen indien dwingende esthetische redenen: metaal;
- verzinkt stalen buis, rond en naadloos of rechthoekig. 
- materiaaldikte 1,5 mm. 
- beugels van thermisch verzinkt staal. 
- de onderste 2 m. van de PVC-afvoeren grenzend aan openbaar terrein. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-52-012,,Gebouw,,52. Riolering en HWA,,52.12,,50.41,,AFVOER- INSTALLATIES BUITEN HET GEBOUW: zinken buis ,,"Zinken buis:
- alleen toepassen bij renovatieprojecten en onderhoud (monumenten en beeldbepalende panden).  
- van zink, NTZ, dikte 0,65 mm. 
- beugels van thermisch verzinkt staal. 
- bevestigings- middelen van roestvast staal, kwaliteit A2. ",,nee,,n.v.t.,, '+' optie,,,CD,,B,,,,,,,,,,
actueel,,,,M-52-013,,Gebouw,,52. Riolering en HWA,,52.12,,50.41,,"AFVOER- INSTALLATIES BUITEN HET GEBOUW: kunststof buis, slagvast PVC",,"Kunststof buis, slagvast PVC:  
- standaard HWA van PVC toepassen, alleen indien dwingende esthetische redenen: metaal;
- van slagvast PVC (NEN 7230:2011). 
-  bij voorkeur gerecycled PVC toepassen.
- wanddikte SDR 41. 
- beugels van thermisch verzinkt staal. 
- bevestigingsmiddelen van RVS. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-52-014,,Gebouw,,52. Riolering en HWA,,52.12,,50.41,,AFVOER- INSTALLATIES BUITEN HET GEBOUW: Polyethyleen buis,,"Polyethyleen buis:
 - materiaal PE 80. - bevestigingsmiddelen van RVS. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-52-015,,Gebouw,,52. Riolering en HWA,,52.12,,50.41,,AFVOER- INSTALLATIES BUITEN HET GEBOUW: appendages,,"Appendages:
Afvoeren, doorvoeren en spuwers: 
- van aluminium, kwaliteit AW 1050A. 
- plaatdikte 1,5 mm. - roosters van RVS of aluminium. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-52-016,,Gebouw,,52. Riolering en HWA,,52.12,,50.00,,AFVOER- INSTALLATIES BUITEN HET GEBOUW: regenton,,"Regenton:
- UV-bestendig
- materiaal: kunststof
- bestand tegen vorst
- aangesloten op HWA leiding",,nee,,n.v.t.,, '+' optie,,,CD,,,W,,,,,,,,,
actueel,,,,M-52-017,,Gebouw,,52. Riolering en HWA,,52.30,,14.33,,"AFVOEREN, AFVALWATER: rioleringsleiding",,"Rioleringsleiding: 
- Van ongeplasticeerd PVC (NEN-EN 1401-1:2019). 
- gerecycled PVC, wanddikte SDR 34. 
- ophanging d.m.v. aluminium beugels of Ammaraalband of roestvast stalen draadeinde. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-52-018,,Gebouw,,52. Riolering en HWA,,52.30,,51.32,,"AFVOEREN, AFVALWATER: kunststof buisleidingen, afvoersysteem: ",,"Kunststof buisleidingen, afvoersysteem: 
- volgens NEN 3215+C1+A1:2018 en NTR 3216. - niet ingestorte leidingen in geluidsarme uitvoering. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-52-019,,Gebouw,,52. Riolering en HWA,,52.30,,51.32,,"AFVOEREN, AFVALWATER: kunststof buisleidingen, kunststof buis:",,"Kunststof buisleidingen, kunststof buis:
- PE 80, met wanddikte 3 mm. 
- PVC of PP; PPC toepassen bij verwarmde tunnelbekisting. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-53-001,,Gebouw,,53. Warm- en koud water installaties,,53.00,,52.81,,ALGEMEEN: isolatie,,"Isolatie:
Isolatieschalen van kunststof schuim:  materiaal: ozon vriendelijk cross-linked polyetheenschuim. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-53-002,,Gebouw,,53. Warm- en koud water installaties,,53.11,,52.31,,NET- AANSLUITING: metalen buisleidingen,,"Metalen buisleidingen:
materiaal:  koperen pijp, kwaliteit halfhard. - voorzien van KIWA-kwaliteitsverklaring. Hulpstukken: - hulpstukken voor capillaire soldering. - stop- en aftapkranen bij aftakkingen van leidingen. - hulpstukken voor capillaire soldering. - indien in het zicht bevestigingsbeugels met verhoogde zadels. - beschermbuis van geribbeld PVC. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-53-003,,Gebouw,,53. Warm- en koud water installaties,,53.11,,52.32,,NET- AANSLUITING: kunststof buisleidingen,,"Kunststof buisleidingen:
materiaal:  PE-Xc, PE-HD of PE-RT binnenbuis, met aluminium mantel voorzien van PE-deklaag. - voorzien van KIWA-kwaliteitsverklaring. Hulpstukken en toebehoren:  bij het systeem behorende verbindingsstukken, zonder O-ring. - perskoppelingen toevoegen; - bevestigingsbeugels van kunststof. - beschermbuizen, blauw en rood. - muurplaat van messing. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-53-004,,Gebouw,,53. Warm- en koud water installaties,,53.20,,52.51,,VERWARMD TAPWATER: voorraad- toestellen: close-in boiler ,,Close-in boiler:  - energie-label warm-water: A,,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-53-005,,Gebouw,,53. Warm- en koud water installaties,,53.20,,52.52,,VERWARMD TAPWATER: doorstroom- toestellen: elektrische geister,,"Doorstroomtoestellen: elektrische geiser:
elektrisch doorstroomtoestel voor 
tapwater. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-53-006,,Gebouw,,53. Warm- en koud water installaties,,53.20,,52.52,,VERWARMD TAPWATER: verticale douche-WTW,,"Verticale douche-WTW: 
- volgens NEN-EN 1717:2000 en. - buitenwand drukvast PVC, binnenzijde dubbelwandig koper. - aansluiting afvoer ø 50 mm, drinkwater ½”. - aansluiting koudwater d.m.v. afsluiter met keerklep.",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-53-007,,Gebouw,,53. Warm- en koud water installaties,,53.20,,52.52,,VERWARMD TAPWATER: douchegoot/ doucheput WTW: ,,"Douchegoot/ doucheput WTW:  
- volgens NEN-EN 1717:2000 en. - warmtewisselaar, dubbelwandig koper, ingebouwd in de douchegoot. - aansluiting afvoer ø 50 mm, drinkwater ½”. - aansluiting koudwater d.m.v. afsluiter met keerklep. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-53-008,,Gebouw,,53. Warm- en koud water installaties,,53.00,,52.40,,DRUK- VERHOGING/-VERLAGING: drukverhogings- pomp,,"Drukverhogingspomp (waterdrukpomp) voor woningen:
- t.b.v. de bouwlagen boven de 3e verdieping;
- type: booster
- zelfaanzuigend plaatsing bij hoofdinvoer.",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-53-009,,Woning,,53. Warm- en koud water installaties,,53.20,,52.52,,VERWARMD TAPWATER: boiler bij warmtepomp- systeem,,"Inhoud boilers in een warmtepomp systeem:
- 2 kamerwoning: 150 liter
- 3 kamer woning: 200 liter
- 4 kamerwoning: 250 liter",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-56-001,,Gebouw,,56. Verwarming en koeling,,51.51,,60.51,,WARMTEPOMP: warmtepomp,,"Warmtepomp: 
- voorkeur voor top 3 minst storing gevoelige toestellen van installateurs. - modulerend. - op afstand uitleesbaar en geschikt voor beheer op afstand. - voorleggen aan adviseur duurzaamheid. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-56-002,,Gebouw,,56. Verwarming en koeling,,56.00,,60.31,,ALGEMEEN metalen buisleidingen,,"Metalen buisleidingen:
Materiaal: dunwandige stalen cv-buis, dikte 1½ 
mm, gelast en éénmaal nagetrokken. 
Oppervlaktebehandeling: verzinkt. 
Hulpstukken en toebehoren: 
- bevestigingsbeugels van elektrolytisch verzinkt staal met kunststof inlage. 
- knelfittingen van koper of verzinkt staal. 
- klemrozetten, kleur wit. - beschermbuizen. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-56-003,,Gebouw,,56. Verwarming en koeling,,56.00,,60.66,,ALGEMEEN: drukexpansievat,,"Drukexpansievat:   
- staal. 
- wit gelakt. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-56-004,,Gebouw,,56. Verwarming en koeling,,56.00,,60.66,,ALGEMEEN: appendages in leidingen,,"Appendages in leidingen:
Veiligheidsventiel: overstortventiel.  
Vul-aftapkraan:
- van brons, 
- met afsluitdop en ketting, slang/-wartel en sleutel.  
Vulslang: hittebestendig, voor vullen en aftappen. 
Ontluchter: microbellen luchtafscheider met ontluchtingsknop. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-56-005,,Gebouw,,56. Verwarming en koeling,,56.10,,60.51,,ALGEMEEN: cv ketel,,"Cv ketel: Intergas HRE of gelijkwaardig, voorkeur voor top 3 minst storing gevoelige toestellen van installateurs. - CW3. - kwaliteitsverklaring bureau CRG. - compleet met droogkookbeveiliging, gasregelblok, ventilator, drukmeters, overstortventiel, vulpunt aansluiting, condensafvoer etc. - op afstand uitleesbaar en geschikt voor beheer op afstand. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-56-005,,Gebouw,,56. Verwarming en koeling,,56.11,,60.41,,"RADIATOREN: verwarmings- lichamen, natuurlijke afgifte: plaatradiator.",,"Verwarmingslichamen, natuurlijke afgifte: plaatradiator.  
- maximaal 2 platen toegestaan. 
- afsluitbare conisch dichtende radiator koppelingen. 
- inwendig dubbel instelbare radiatorkraan, in vernikkelde uitvoering, recht en met chromen 90° bochten. 
- verbindingsbuis. - ontluchtings- kraantje. - radiatorconsoles en afstandhouders. - voorzien van roestwerende grondverf en afgelakt met radiatorverf, laagdikte minimaal 5 µm. - de radiatoren in de badkamers van aluminium, zonder convectielamellen en fabrieksmatig afgelakt met 2-componentenlak. NB: geen aluminium radiatoren bij stadsverwarming. 
- Renovatie: T11, T21 of T22 Middentemperatuur ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-56-006,,Gebouw,,56. Verwarming en koeling,,56.11,,60.32,,RADIATOREN & CONVECTOREN: kunststof buisleidingen,,"Kunststof buisleidingen:
Materiaal: - PE-Xc, PE-HD of PE-RT binnenbuis, met aluminium buitenmantel. - voorzien van KOMO-kwaliteitsverklaring. Hulpstukken en toebehoren: - bij het systeem behorende verbindingsstukken, zonder O-ring. - perskoppelingen - bevestigingsbeugels van kunststof. - beschermbuizen. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-56-007,,Gebouw,,56. Verwarming en koeling,,56.12,,60.41,,"CONVECTOREN: verwarmings- lichamen, natuurlijke afgifte: convectoren",,"Verwarmingslichamen, natuurlijke afgifte: convectoren 
- verlengde uitvoering zodat alleen radiatorknop zichtbaar is. 
- afsluitbare conisch dichtende radiator koppelingen. 
- radiator
- kraan, thermostatisch voorbereid. 
- aansluitcombinatie. 
- ontluchtingskraantje. 
- vloersteunen. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-56-008,,Gebouw,,56. Verwarming en koeling,,56.13,,"60.32
60.33",,VLOER- VERWARMING: kunststof buisleidingen & verdeler,,"Kunststof buisleidingen & verdeler:
- PE-RT met EVOH-laag
- standaard diameter
- voorzien van KOMO-kwaliteitsverklaring. 
Toebehoren en hulpstukken: 
- bij het systeem behorende verbindingsstukken, zonder O-ring. 
- beschermbuizen. 
Verdeler: stalen verdeler, gemoffeld in kleur. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-56-009,,Gebouw,,56. Verwarming en koeling,,56.18,,60.34,,DISRTIBUTIE- SYSTEMEN: metalen kanalen,,"Metalen kanalen:
Materiaal:  - roestvast staal, kwaliteit AISI 316Ti, wanddikte 0,4 mm. - aluminium, dikwandig. Hulpstukken en toebehoren:  - bochten, condensaftap, paspijp e.d. - pijpbeugels, van thermisch verzinkt staal. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
